code,name,listingDate,shares,listingBoard
DATA,Remala Abadi Tbk.,2024-05-07T00:00:00,1375000000,Pengembangan
SOLA,Xolare RCR Energy Tbk.,2024-05-08T00:00:00,3283812500,Pengembangan
BATR,Benteng Api Technic Tbk.,2024-06-10T00:00:00,3025027385,Pengembangan
SPRE,Soraya Berjaya Indonesia Tbk.,2024-07-03T00:00:00,800000000,Akselerasi
PART,Cipta Perdana Lancar Tbk.,2024-07-05T00:00:00,2720000000,Pengembangan
GOLF,Intra Golflink Resorts Tbk.,2024-07-08T00:00:00,19486760000,Utama
ISEA,Indo American Seafoods Tbk.,2024-07-08T00:00:00,1390005198,Pengembangan
BLES,Superior Prima Sukses Tbk.,2024-07-08T00:00:00,8890206400,Utama
GUNA,Gunanusa Eramandiri Tbk.,2024-07-09T00:00:00,2500000000,Pengembangan
LABS,UBC Medical Indonesia Tbk.,2024-07-10T00:00:00,3950000000,Pengembangan
DOSS,Global Sukses Digital Tbk.,2024-08-07T00:00:00,1725000000,Pengembangan
NEST,Esta Indonesia Tbk.,2024-08-08T00:00:00,4112500000,Pengembangan
PTMR,Master Print Tbk.,2024-10-08T00:00:00,1907000000,Pengembangan
VERN,Verona Indah Pictures Tbk.,2024-10-08T00:00:00,4765525000,Pengembangan
DAAZ,Daaz Bara Lestari Tbk.,2024-11-11T00:00:00,1997000000,Utama
BOAT,Newport Marine Services Tbk.,2024-11-12T00:00:00,3501680000,Pengembangan
NAIK,Adiwarna Anugerah Abadi Tbk.,2024-11-13T00:00:00,3250000000,Pengembangan
AADI,Adaro Andalan Indonesia Tbk.,2024-12-05T00:00:00,7786891760,Utama
MDIY,Daya Intiguna Yasa Tbk.,2024-12-19T00:00:00,25190392000,Utama
KSIX,Kentanix Supra International T,2025-01-08T00:00:00,2137831800,Utama
RATU,Raharja Energi Cepu Tbk.,2025-01-08T00:00:00,2715053800,Pengembangan
YOII,Asuransi Digital Bersama Tbk.,2025-01-08T00:00:00,3424687500,Pengembangan
HGII,Hero Global Investment Tbk.,2025-01-09T00:00:00,6500000000,Pengembangan
BRRC,Raja Roti Cemerlang Tbk.,2025-01-09T00:00:00,971500000,Pengembangan
DGWG,Delta Giri Wacana Tbk.,2025-01-13T00:00:00,5882353000,Utama
CBDK,Bangun Kosambi Sukses Tbk.,2025-01-13T00:00:00,5668944500,Utama
OBAT,Brigit Biofarmaka Teknologi Tb,2025-01-13T00:00:00,600000000,Pengembangan
SOSS,Shield On Service Tbk.,2018-11-06T00:00:00,799414231,Pemantauan Khusus
DEAL,Dewata Freightinternational Tb,2018-11-11T00:00:00,1146170959,Pemantauan Khusus
POLA,Pool Advista Finance Tbk.,2018-11-16T00:00:00,3351075600,Pemantauan Khusus
DIVA,Distribusi Voucher Nusantara T,2018-11-27T00:00:00,1428571400,Pengembangan
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28T00:00:00,715749640,Pengembangan
URBN,Urban Jakarta Propertindo Tbk.,2018-12-10T00:00:00,3232122640,Pengembangan
SOTS,Satria Mega Kencana Tbk.,2018-12-10T00:00:00,1000003979,Pengembangan
AMAN,Makmur Berkah Amanda Tbk.,2020-03-13T00:00:00,3873500000,Pengembangan
CARE,Metro Healthcare Indonesia Tbk,2020-03-13T00:00:00,33250000000,Pengembangan
SAMF,Saraswanti Anugerah Makmur Tbk,2020-03-31T00:00:00,10250000000,Utama
SBAT,Sejahtera Bintang Abadi Textil,2020-04-08T00:00:00,4752982378,Pemantauan Khusus
KBAG,Karya Bersama Anugerah Tbk.,2020-04-08T00:00:00,7150002603,Pemantauan Khusus
CBMF,Cahaya Bintang Medan Tbk.,2020-04-09T00:00:00,1875000000,Pemantauan Khusus
RONY,Aesler Grup Internasional Tbk.,2020-04-09T00:00:00,1250000000,Pengembangan
